name,ra,dec,hip_number,vmag
HIP 93026 ,18 57 03.6341,-05 50 46.371,93026,4.83
HIP 93085 ,18 57 43.7797,-21 06 23.848,93085,3.52
HIP 93148 ,18 58 27.7552,-52 56 18.987,93148,4.85
HIP 93174 ,18 58 43.4740,-37 06 25.519,93174,4.83
HIP 93194 ,18 58 56.6246,+32 41 22.391,93194,3.25
HIP 93244 ,18 59 37.3892,+15 04 06.519,93244,4.02
HIP 93279 ,19 00 00.8214,+32 08 43.766,93279,4.94
HIP 93429 ,19 01 40.8414,-05 44 20.466,93429,4.02
HIP 93506 ,19 02 36.7234,-29 52 48.411,93506,2.6
HIP 93542 ,19 03 06.8326,-42 05 41.980,93542,4.74
HIP 93683 ,19 04 40.9338,-21 44 28.876,93683,3.76
HIP 93747 ,19 05 24.6124,+13 51 49.355,93747,2.99
HIP 93805 ,19 06 14.9499,-04 52 56.404,93805,3.43
HIP 93825 ,19 06 25.0396,-37 03 45.926,93825,4.23
HIP 93864 ,19 06 56.4423,-27 40 11.331,93864,3.32
HIP 94005 ,19 08 20.9330,-40 29 47.895,94005,4.57
HIP 94114 ,19 09 28.2783,-37 54 15.262,94114,4.11
HIP 94141 ,19 09 45.8338,-21 01 24.691,94141,2.88
HIP 94160 ,19 10 01.7524,-39 20 26.544,94160,4.1
HIP 94376 ,19 12 33.1550,+67 39 40.741,94376,3.07
HIP 94481 ,19 13 45.4887,+39 08 45.491,94481,4.43
HIP 94643 ,19 15 32.3972,-25 15 23.784,94643,4.86
HIP 94648 ,19 15 33.2937,+73 21 18.772,94648,4.45
HIP 94703 ,19 16 13.0396,+21 23 25.594,94703,4.76
HIP 94713 ,19 16 22.0954,+38 08 01.420,94713,4.35
HIP 94779 ,19 17 06.1099,+53 22 05.378,94779,3.8
HIP 94820 ,19 17 38.0856,-18 57 10.376,94820,4.88
HIP 95066 ,19 20 32.8382,-05 24 57.150,95066,4.98
HIP 95081 ,19 20 40.0720,+65 42 51.949,95081,4.6
HIP 95168 ,19 21 40.3753,-17 50 50.106,95168,3.92
HIP 95176 ,19 21 43.6220,-15 57 18.008,95176,4.52
HIP 95241 ,19 22 38.2865,-44 27 32.076,95241,3.96
HIP 95294 ,19 23 13.0606,-44 47 58.732,95294,4.27
HIP 95347 ,19 23 53.1514,-40 36 56.327,95347,3.96
HIP 95372 ,19 24 07.5718,+29 37 16.720,95372,4.99
HIP 95501 ,19 25 29.7527,+03 06 52.485,95501,3.36
HIP 95585 ,19 26 31.0897,+00 20 18.872,95585,4.64
HIP 95771 ,19 28 42.4110,+24 39 54.593,95771,4.44
HIP 95853 ,19 29 42.3393,+51 43 46.083,95853,3.76
HIP 95947 ,19 30 43.2853,+27 57 34.901,95947,3.05
HIP 96052 ,19 31 46.3210,+34 27 10.717,96052,4.74
HIP 96100 ,19 32 20.5865,+69 39 55.446,96100,4.67
HIP 96229 ,19 34 05.2277,+07 22 45.549,96229,4.45
HIP 96341 ,19 35 12.9938,-48 05 56.798,96341,4.88
HIP 96441 ,19 36 26.5424,+50 13 13.668,96441,4.49
HIP 96465 ,19 36 42.3891,-24 53 00.840,96465,4.59
HIP 96468 ,19 36 43.2765,-01 17 11.582,96468,4.36
HIP 96483 ,19 36 53.4486,-07 01 38.894,96483,4.93
HIP 96683 ,19 39 22.6043,+30 09 11.641,96683,4.68
HIP 96757 ,19 40 05.7825,+18 00 50.178,96757,4.39
HIP 96837 ,19 41 02.9337,+17 28 34.045,96837,4.39
HIP 97118 ,19 44 16.5516,+37 21 15.371,97118,4.89
HIP 97165 ,19 44 58.4421,+45 07 50.491,97165,2.86
HIP 97278 ,19 46 15.5702,+10 36 47.767,97278,2.72
HIP 97290 ,19 46 21.8192,-19 45 39.221,97290,4.87
HIP 97365 ,19 47 23.2652,+18 32 03.333,97365,3.68
HIP 97433 ,19 48 10.2136,+70 16 04.207,97433,3.84
HIP 97649 ,19 50 46.6821,+08 52 02.586,97649,0.76
HIP 97679 ,19 51 04.0936,+22 36 36.312,97679,4.9
HIP 97804 ,19 52 28.3638,+01 00 20.442,97804,3.87
HIP 97886 ,19 53 27.6808,+24 04 46.292,97886,4.57
HIP 97938 ,19 54 14.8218,+08 27 41.941,97938,4.71
HIP 98032 ,19 55 15.6791,-41 52 06.289,98032,4.12
HIP 98036 ,19 55 18.7662,+06 24 28.560,98036,3.71
HIP 98055 ,19 55 37.8223,+52 26 20.484,98055,4.91
HIP 98066 ,19 55 50.2250,-26 17 58.874,98066,4.7
HIP 98068 ,19 55 51.7612,+38 29 12.134,98068,4.95
HIP 98073 ,19 55 55.3883,+58 50 45.671,98073,4.98
HIP 98110 ,19 56 18.3962,+35 05 00.567,98110,3.89
HIP 98162 ,19 56 56.8249,-27 10 11.505,98162,4.54
HIP 98337 ,19 58 45.3876,+19 29 31.534,98337,3.51
HIP 98353 ,19 58 57.1763,-26 11 44.979,98353,4.84
HIP 98412 ,19 59 44.1743,-35 16 34.480,98412,4.37
HIP 98495 ,20 00 35.3933,-72 54 36.664,98495,3.97
HIP 98543 ,20 01 06.0101,+27 45 12.830,98543,4.66
HIP 98608 ,20 01 44.7223,-59 22 32.981,98608,4.95
HIP 98688 ,20 02 39.4593,-27 42 35.567,98688,4.43
HIP 98702 ,20 02 49.0472,+67 52 24.415,98702,4.51
HIP 98761 ,20 03 33.4114,-37 56 25.768,98761,4.77
HIP 98842 ,20 04 19.5630,-32 03 22.570,98842,4.99
HIP 99120 ,20 07 23.1686,-52 52 50.915,99120,4.93
HIP 99240 ,20 08 41.8601,-66 10 45.556,99240,3.55
HIP 99255 ,20 08 53.3164,+77 42 40.902,99255,4.38
HIP 99303 ,20 09 25.6167,+36 50 22.524,99303,4.93
HIP 99473 ,20 11 18.2648,-00 49 17.312,99473,3.24
HIP 99639 ,20 13 18.0420,+46 48 56.413,99639,4.8
HIP 99655 ,20 13 23.8011,+56 34 03.080,99655,4.28
HIP 99675 ,20 13 37.9027,+46 44 28.767,99675,3.8
HIP 99742 ,20 14 16.5856,+15 11 50.884,99742,4.94
HIP 99770 ,20 14 31.9825,+36 48 22.087,99770,4.93
HIP 99824 ,20 15 15.8909,+25 35 31.089,99824,4.79
HIP 99848 ,20 15 28.3182,+47 42 51.139,99848,3.96
HIP 99874 ,20 15 46.1574,+27 48 51.223,99874,4.5
HIP 100027,20 17 38.8561,-12 30 29.571,100027,4.3
HIP 100044,20 17 47.2044,+38 01 58.610,100044,4.77
HIP 100064,20 18 03.2185,-12 32 41.492,100064,3.58
HIP 100310,20 20 39.8067,-12 45 32.559,100310,4.77
HIP 100345,20 21 00.6464,-14 46 53.044,100345,3.05
HIP 100453,20 22 13.7000,+40 15 24.053,100453,2.23
HIP 100587,20 23 51.5960,+32 11 24.670,100587,4.43
HIP 100751,20 25 38.8496,-56 44 05.571,100751,1.94
HIP 101027,20 28 51.6237,-17 48 49.206,101027,4.77
HIP 101076,20 29 23.7310,+30 22 06.804,101076,4.01
HIP 101093,20 29 34.8273,+62 59 38.894,101093,4.21
HIP 101101,20 29 38.9587,-02 53 07.715,101101,4.91
HIP 101138,20 30 03.5318,+48 57 05.581,101138,4.94
HIP 101421,20 33 12.7648,+11 18 11.996,101421,4.03
HIP 101474,20 33 54.1882,+35 15 03.113,101474,4.61
HIP 101589,20 35 18.5082,+14 40 27.065,101589,4.64
HIP 101612,20 35 34.7682,-60 34 52.673,101612,4.75
HIP 101692,20 36 43.6270,-02 32 59.705,101692,4.91
HIP 101769,20 37 32.8698,+14 35 42.730,101769,3.64
HIP 101772,20 37 33.9897,-47 17 29.985,101772,3.11
HIP 101773,20 37 35.2397,-61 31 47.079,101773,4.86
HIP 101847,20 38 20.2735,-01 06 18.286,101847,4.31
HIP 101867,20 38 31.2924,+21 12 04.247,101867,4.81
HIP 101958,20 39 38.2545,+15 54 43.390,101958,3.77
HIP 102098,20 41 25.9134,+45 16 49.203,102098,1.25
HIP 102281,20 43 27.5457,+15 04 28.856,102281,4.43
HIP 102333,20 44 02.1867,-51 55 15.026,102333,4.51
HIP 102388,20 44 52.5232,+25 16 15.774,102388,4.92
HIP 102395,20 44 57.5557,-66 12 11.658,102395,3.42
HIP 102422,20 45 17.2686,+61 50 12.459,102422,3.41
HIP 102431,20 45 21.1966,+57 34 49.073,102431,4.52
HIP 102453,20 45 39.7591,+30 43 10.764,102453,4.22
HIP 102485,20 46 05.7661,-25 16 13.861,102485,4.13
HIP 102488,20 46 12.4322,+33 58 10.032,102488,2.48
HIP 102532,20 46 39.5180,+16 07 29.184,102532,4.27
HIP 102571,20 47 10.7244,+34 22 26.772,102571,4.93
HIP 102589,20 47 24.5270,+36 29 26.652,102589,4.53
HIP 102618,20 47 40.5326,-09 29 44.484,102618,3.78
HIP 102624,20 47 44.2379,-05 01 39.371,102624,4.43
HIP 102724,20 48 56.2934,+46 06 50.907,102724,4.81
HIP 102790,20 49 28.9292,-46 13 36.813,102790,4.9
HIP 102831,20 49 58.0795,-33 46 46.824,102831,4.89
HIP 102978,20 51 49.2962,-26 55 08.855,102978,4.12
HIP 103004,20 52 07.7256,+27 05 49.660,103004,4.56
HIP 103045,20 52 39.2058,-08 58 59.656,103045,4.73
HIP 103089,20 53 14.7453,+44 23 14.159,103089,4.8
HIP 103227,20 54 48.5796,-58 27 14.741,103227,3.67
HIP 103413,20 57 10.4116,+41 10 01.898,103413,3.94
HIP 103632,20 59 49.5503,+47 31 15.402,103632,4.74
HIP 103738,21 01 17.4617,-32 15 27.961,103738,4.67
HIP 104019,21 04 24.3246,-19 51 17.752,104019,4.82
HIP 104060,21 04 55.8558,+43 55 40.264,104060,3.72
HIP 104139,21 05 56.7794,-17 13 57.759,104139,4.08
HIP 104194,21 06 36.0881,+47 38 54.261,104194,4.56
HIP 104234,21 07 07.6854,-25 00 20.693,104234,4.49
HIP 104459,21 09 35.5928,-11 22 17.957,104459,4.5
HIP 104521,21 10 20.4711,+10 07 55.015,104521,4.7
HIP 104732,21 12 56.1815,+30 13 37.493,104732,3.21
HIP 104858,21 14 28.7901,+10 00 27.787,104858,4.47
HIP 104887,21 14 47.3466,+38 02 39.554,104887,3.74
HIP 104987,21 15 49.3967,+05 14 53.066,104987,3.92
HIP 105102,21 17 24.9525,+39 23 40.885,105102,4.22
HIP 105138,21 17 55.0679,+34 53 48.772,105138,4.41
HIP 105140,21 17 56.2466,-32 10 20.948,105140,4.71
HIP 105199,21 18 34.5816,+62 35 07.639,105199,2.45
HIP 105319,21 19 51.8838,-53 26 57.352,105319,4.39
HIP 105382,21 20 45.5836,-40 48 34.231,105382,4.8
HIP 105502,21 22 05.1339,+19 48 15.681,105502,4.08
HIP 105515,21 22 14.7774,-16 50 04.399,105515,4.28
HIP 105858,21 26 26.4921,-65 22 05.320,105858,4.21
HIP 105881,21 26 40.0277,-22 24 40.962,105881,3.77
HIP 106032,21 28 39.5750,+70 33 38.501,106032,3.23
HIP 106039,21 28 43.3160,-21 48 25.800,106039,4.5
HIP 106140,21 29 56.8797,+23 38 19.785,106140,4.52
HIP 106278,21 31 33.5207,-05 34 16.161,106278,2.9
HIP 106481,21 33 58.8729,+45 35 31.436,106481,3.98
HIP 106551,21 34 46.4774,+38 32 01.777,106551,4.87
HIP 106723,21 37 04.8228,-19 27 57.649,106723,4.51
HIP 106786,21 37 45.0421,-07 51 14.912,106786,4.68
HIP 106801,21 37 55.2268,+62 04 55.008,106801,4.76
HIP 106985,21 40 05.3422,-16 39 44.112,106985,3.69
HIP 107089,21 41 28.4731,-77 23 22.064,107089,3.73
HIP 107119,21 41 55.0761,+71 18 40.273,107119,4.55
HIP 107136,21 42 05.6597,+51 11 22.658,107136,4.69
HIP 107188,21 42 39.4172,-18 51 58.684,107188,4.72
HIP 107259,21 43 30.4549,+58 46 48.191,107259,4.23
HIP 107310,21 44 08.4045,+28 44 35.600,107310,4.49
HIP 107315,21 44 11.1403,+09 52 30.028,107315,2.38
HIP 107348,21 44 30.6905,+17 21 00.157,107348,4.34
HIP 107354,21 44 38.7042,+25 38 42.010,107354,4.14
HIP 107380,21 44 56.7878,-33 01 31.991,107380,4.35
HIP 107418,21 45 26.9293,+61 07 14.918,107418,4.25
HIP 107533,21 46 47.6059,+49 18 34.469,107533,4.23
HIP 107556,21 47 02.2853,-16 07 35.637,107556,2.85
HIP 108085,21 53 55.6541,-37 21 53.362,108085,3
HIP 108431,21 57 55.0310,-54 59 33.240,108431,4.4
HIP 108870,22 03 17.4396,-56 46 47.302,108870,4.69
HIP 108874,22 03 18.8296,-02 09 19.209,108874,4.74
HIP 108917,22 03 47.1619,+64 37 39.915,108917,4.26
HIP 109068,22 05 40.6920,+05 03 29.824,109068,4.86
HIP 109074,22 05 47.0253,-00 19 11.376,109074,2.95
HIP 109111,22 06 06.9036,-39 32 34.977,109111,4.47
HIP 109139,22 06 26.2053,-13 52 10.344,109139,4.29
HIP 109176,22 07 00.4745,+25 20 42.166,109176,3.77
HIP 109268,22 08 13.8764,-46 57 38.217,109268,1.73
HIP 109285,22 08 22.9532,-32 59 18.234,109285,4.5
HIP 109289,22 08 25.9281,-34 02 37.396,109289,4.99
HIP 109400,22 09 48.3670,+72 20 28.318,109400,4.79
HIP 109410,22 09 59.2526,+33 10 41.763,109410,4.28
HIP 109422,22 10 08.4835,-32 32 54.386,109422,4.94
HIP 109427,22 10 11.8198,+06 11 52.040,109427,3.52
HIP 109492,22 10 51.2619,+58 12 04.500,109492,3.39
HIP 109754,22 13 52.7015,+39 42 53.601,109754,4.5
HIP 109857,22 15 01.6790,+57 02 36.475,109857,4.18
HIP 109908,22 15 36.8848,-41 20 48.301,109908,4.79
HIP 109937,22 15 58.1702,+37 44 55.445,109937,4.14
HIP 110003,22 16 49.9664,-07 46 59.653,110003,4.17
HIP 110130,22 18 30.1782,-60 15 34.181,110130,2.87
HIP 110351,22 21 01.5283,+46 32 11.633,110351,4.55
HIP 110371,22 21 19.3276,+28 19 49.857,110371,4.78
HIP 110386,22 21 31.0713,+12 12 18.621,110386,4.82
HIP 110395,22 21 39.3000,-01 23 14.471,110395,3.86
HIP 110538,22 23 33.6364,+52 13 46.198,110538,4.42
HIP 110609,22 24 30.9957,+49 28 35.043,110609,4.55
HIP 110672,22 25 16.6125,+01 22 38.613,110672,4.8
HIP 110838,22 27 19.8731,-64 57 58.965,110838,4.51
HIP 110882,22 27 51.4770,+04 41 47.079,110882,4.78
HIP 110960,22 28 49.8006,-00 01 12.227,110960,3.65
HIP 110991,22 29 10.2479,+58 24 54.684,110991,4.07
HIP 110997,22 29 16.1541,-43 29 43.996,110997,3.97
HIP 111022,22 29 31.8227,+47 42 24.822,111022,4.34
HIP 111043,22 29 45.4455,-43 44 57.221,111043,4.12
HIP 111104,22 30 29.2616,+43 07 24.203,111104,4.52
HIP 111123,22 30 38.8150,-10 40 40.390,111123,4.82
HIP 111169,22 31 17.3758,+50 16 56.819,111169,3.76
HIP 111188,22 31 30.2896,-32 20 45.701,111188,4.29
HIP 111310,22 33 00.0126,-61 58 55.463,111310,4.91
HIP 111497,22 35 21.3289,-00 07 02.500,111497,4.04
HIP 111674,22 37 22.4658,+51 32 43.346,111674,4.64
HIP 111841,22 39 15.6789,+39 03 01.019,111841,4.89
HIP 111944,22 40 30.7824,+44 16 34.610,111944,4.5
HIP 111954,22 40 39.3256,-27 02 37.013,111954,4.18
HIP 112029,22 41 27.6748,+10 49 53.008,112029,3.41
HIP 112051,22 41 45.4097,+29 18 27.681,112051,4.8
HIP 112122,22 42 39.9349,-46 53 04.437,112122,2.07
HIP 112158,22 43 00.1286,+30 13 16.711,112158,2.93
HIP 112203,22 43 29.9687,-41 24 50.826,112203,4.84
HIP 112211,22 43 35.2526,-18 49 49.106,112211,4.68
HIP 112374,22 45 37.8521,-53 30 00.587,112374,4.84
HIP 112405,22 46 03.7233,-81 22 53.822,112405,4.13
HIP 112440,22 46 31.8424,+23 33 56.446,112440,3.97
HIP 112447,22 46 41.4415,+12 10 26.702,112447,4.2
HIP 112519,22 47 28.9474,+83 09 13.376,112519,4.77
HIP 112623,22 48 33.1971,-51 19 00.133,112623,3.49
HIP 112716,22 49 35.5098,-13 35 33.135,112716,4.05
HIP 112724,22 49 40.9122,+66 12 02.559,112724,3.5
HIP 112748,22 50 00.1003,+24 36 06.065,112748,3.51
HIP 112917,22 52 01.9473,+43 18 44.514,112917,4.95
HIP 112948,22 52 31.5579,-32 52 31.621,112948,4.46
HIP 112961,22 52 36.8645,-07 34 46.844,112961,3.73
HIP 113116,22 54 24.3843,+84 20 46.027,113116,4.7
HIP 113136,22 54 39.0392,-15 49 14.736,113136,3.27
HIP 113186,22 55 13.6243,+08 48 57.943,113186,4.91
HIP 113246,22 55 56.8920,-32 32 22.927,113246,4.2
HIP 113288,22 56 25.9987,+49 44 00.783,113288,4.99
HIP 113368,22 57 38.8256,-29 37 18.613,113368,1.17
HIP 113638,23 00 52.8743,-52 45 14.780,113638,4.11
HIP 113726,23 01 55.2465,+42 19 33.523,113726,3.62
HIP 113881,23 03 46.3334,+28 04 56.837,113881,2.44
HIP 113889,23 03 52.6065,+03 49 12.252,113889,4.48
HIP 113919,23 04 10.8318,+50 03 06.062,113919,4.64
HIP 113963,23 04 45.6168,+15 12 19.324,113963,2.49
HIP 114104,23 06 36.8098,+59 25 11.153,114104,4.84
HIP 114119,23 06 40.8073,-23 44 35.220,114119,4.48
HIP 114131,23 06 52.7685,-43 31 13.168,114131,4.28
HIP 114144,23 07 00.2558,+09 24 34.281,114144,4.54
HIP 114155,23 07 06.7392,+25 28 06.023,114155,4.76
HIP 114222,23 07 53.8381,+75 23 15.293,114222,4.41
HIP 114341,23 09 26.7621,-21 10 20.948,114341,3.68
HIP 114375,23 09 54.8769,-22 27 27.333,114375,4.71
HIP 114421,23 10 21.4279,-45 14 47.931,114421,3.88
HIP 114570,23 12 32.9229,+49 24 21.510,114570,4.53
HIP 114724,23 14 19.3325,-06 02 54.696,114724,4.22
HIP 114855,23 15 53.2769,-09 05 15.704,114855,4.24
HIP 114939,23 16 50.9505,-07 43 35.278,114939,4.93
HIP 114971,23 17 09.4936,+03 16 56.083,114971,3.7
HIP 114996,23 17 25.8120,-58 14 09.339,114996,3.99
HIP 115022,23 17 44.6163,+49 00 55.020,115022,4.82
HIP 115033,23 17 54.2036,-09 10 56.964,115033,4.41
HIP 115088,23 18 37.4069,+68 06 41.105,115088,4.75
HIP 115102,23 18 49.4268,-32 31 54.609,115102,4.41
HIP 115115,23 18 57.6509,-09 36 38.632,115115,4.99
HIP 115250,23 20 38.2232,+23 44 25.293,115250,4.58
HIP 115438,23 22 58.3015,-20 06 01.242,115438,3.96
HIP 115590,23 24 50.2470,+62 16 58.220,115590,4.96
HIP 115623,23 25 22.6614,+23 24 14.445,115623,4.42
HIP 115669,23 26 02.8174,-20 38 30.700,115669,4.38
HIP 115738,23 26 55.9053,+01 15 21.015,115738,4.95
HIP 115830,23 27 58.1678,+06 22 44.750,115830,4.27
HIP 115919,23 29 09.2603,+12 45 37.773,115919,4.54
HIP 115990,23 30 01.9195,+58 32 56.075,115990,4.89
HIP 116231,23 32 58.1881,-37 49 06.092,116231,4.38
HIP 116247,23 33 16.6251,-20 54 52.290,116247,4.7
HIP 116310,23 33 57.1533,+31 19 31.159,116310,4.97
HIP 116389,23 35 04.5306,-42 36 54.364,116389,4.69
HIP 116584,23 37 33.7077,+46 27 33.034,116584,3.81
HIP 116602,23 37 50.9353,-45 29 32.357,116602,4.74
HIP 116631,23 38 08.1791,+43 16 05.074,116631,4.29
HIP 116727,23 39 20.9820,+77 37 55.081,116727,3.21
HIP 116758,23 39 47.0368,-14 13 19.354,116758,4.97
HIP 116771,23 39 56.8203,+05 37 38.473,116771,4.13
HIP 116805,23 40 24.4418,+44 20 02.320,116805,4.15
HIP 116901,23 41 45.7974,-17 48 59.520,116901,4.82
HIP 116928,23 42 02.8818,+01 46 49.502,116928,4.49
HIP 116971,23 42 43.2849,-14 32 41.073,116971,4.49
HIP 117073,23 43 59.4380,+29 21 41.590,117073,4.93
HIP 117221,23 46 02.0389,+46 25 13.047,117221,4.97
HIP 117245,23 46 23.5369,+03 29 12.738,117245,4.95
HIP 117301,23 47 03.3867,+58 39 06.666,117301,4.88
HIP 117452,23 48 55.4799,-28 07 48.053,117452,4.59
HIP 117863,23 54 23.0373,+57 29 57.806,117863,4.51
HIP 118131,23 57 45.5496,+25 08 29.326,118131,4.63
HIP 118209,23 58 40.4106,-03 33 20.907,118209,4.88
HIP 118243,23 59 00.5297,+55 45 17.786,118243,4.88
HIP 118268,23 59 18.6024,+06 51 48.937,118268,4.03
HIP 118322,23 59 54.9101,-65 34 37.480,118322,4.49
